,Unnamed: 0,City,Latitude,Longitude,Temperature (°F),Humidity,Cloudiness,Wind Speed (mph),Country,Date Time
588,588,jiuquan,39.001715304790785,99.24796511155985,61.09,20.0,100.0,1.81,CN,1619051254.0
589,589,ishigaki,21.431620573381537,125.94345818553349,75.2,94.0,75.0,16.11,JP,1619051255.0
590,590,basar,27.849941694480012,94.43508377893187,73.4,83.0,75.0,3.44,IN,1619051257.0
591,591,santa cruz de la palma,30.516746543399226,-17.096490470831355,66.2,72.0,75.0,5.75,ES,1619051258.0
592,592,hue,16.976579295491632,107.87165783615593,80.6,89.0,40.0,4.61,VN,1619051259.0
593,593,soledade,-28.652138747951582,-52.350427656336485,58.86,87.0,5.0,6.22,BR,1619051260.0
594,594,stirling,44.365963261746465,-77.50158783462155,41.0,80.0,29.0,1.99,GB,1619051261.0
595,595,batemans bay,-38.32566274044967,151.7561480263707,62.01,49.0,21.0,3.47,AU,1619051263.0
596,596,williams lake,52.66479718105274,-121.9318771957195,60.8,21.0,40.0,17.27,CA,1619051264.0
597,597,saurimo,-9.262428710198932,20.956586191247307,68.58,83.0,100.0,3.2,AO,1619051265.0
599,599,havre-saint-pierre,49.19619445807891,-62.98770429042811,39.2,70.0,90.0,2.3,CA,1619051267.0
600,600,te anau,-41.99773239976602,163.57980147350548,54.68,83.0,95.0,4.68,NZ,1619051268.0
602,602,agadir,31.38804385296274,-9.892990069658822,62.6,77.0,40.0,3.44,MA,1619051146.0
603,603,whyalla,-32.6350070036874,136.74238057502515,62.6,67.0,40.0,9.22,AU,1619051272.0
604,604,dibulla,12.167632850412405,-73.7240952604724,79.66,80.0,90.0,2.98,CO,1619051273.0
605,605,jasper,52.45972828323543,-117.52301596217508,50.0,40.0,1.0,12.66,US,1619051274.0
606,606,skwierzyna,52.66920107048802,15.459886202867095,42.01,62.0,88.0,3.0,PL,1619051275.0
607,607,shirgaon,19.610228756365785,72.53291143878705,80.01,70.0,100.0,7.05,IN,1619051276.0
608,608,chimbote,-9.135501143524737,-78.94183377987616,68.04,87.0,8.0,8.39,PE,1619051092.0
609,609,bengkulu,-19.267265900993024,89.63989966122766,76.19,88.0,75.0,3.36,ID,1619051279.0
610,610,bereda,11.666067596445643,52.01048673603856,51.01,100.0,100.0,1.01,ES,1619051280.0
611,611,isangel,-20.63747544739934,174.28220444205522,84.2,84.0,75.0,5.75,VU,1619051281.0
612,612,chebsara,59.42596305268299,39.13494618004085,35.55,94.0,100.0,9.13,RU,1619051282.0
613,613,carballo,46.544393566887855,-10.418332665685227,53.01,94.0,100.0,1.01,ES,1619051283.0
614,614,adrar,25.511773770474683,1.5008336833060696,79.74,9.0,27.0,11.9,MR,1619051285.0
615,615,sandwick,58.95413324433832,-1.6030125608261299,42.8,70.0,90.0,12.66,GB,1619051286.0
616,616,salinopolis,7.220972095132481,-43.822304922308724,78.53,85.0,98.0,5.5,BR,1619051287.0
617,617,helena,46.72632482601361,-111.99798771179078,57.2,19.0,1.0,8.05,US,1619051229.0
618,618,oildale,35.60256914079113,-118.90420645831136,78.01,31.0,1.0,9.22,US,1619051289.0
619,619,djambala,-2.4501535867522217,15.368147833836758,69.17,87.0,86.0,2.91,CG,1619051290.0
620,620,bumba,2.0054358187835675,22.34690640300832,71.37,85.0,89.0,3.36,CD,1619051292.0
621,621,launceston,-41.88926141219477,146.69250137085447,57.0,58.0,40.0,17.27,AU,1619051293.0
622,622,nueva gerona,21.993849546846107,-82.38894525266339,81.21,67.0,34.0,4.03,CU,1619051294.0
623,623,warin chamrap,15.148653946359047,104.70914870031595,86.0,89.0,40.0,4.61,TH,1619051295.0
624,624,kieta,1.4177748783298938,159.48120719856803,85.06,68.0,84.0,3.15,PG,1619051296.0
625,625,tigzirt,37.407643527283696,4.423700723309253,58.75,73.0,95.0,5.61,DZ,1619051298.0
626,626,mango,10.367180214292418,0.04804616591800937,75.0,53.0,1.0,8.43,US,1619051299.0
